BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
S001154,HON. BILL SHUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0485546,ROARING SPRING BLANK BOOK COMPANY,10/7/2016,10/7/2016,WATER,108.15,2016,ROARING SPRING BLANK BOOK COMPANY
S001154,HON. BILL SHUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485542,ROARING SPRING BLANK BOOK COMPANY,12/2/2016,12/2/2016,WATER,61.55,2016,ROARING SPRING BLANK BOOK COMPANY
S001154,HON. BILL SHUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485544,ROARING SPRING BLANK BOOK COMPANY,9/1/2016,9/1/2016,WATER,67.5,2016,ROARING SPRING BLANK BOOK COMPANY
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478556,TREASURE VALLEY COFFEE INC,1/1/2017,1/31/2017,WATER,40.28,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0480119,TREASURE VALLEY COFFEE INC,1/1/2017,1/31/2017,WATER,12.72,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0484833,TREASURE VALLEY COFFEE INC,2/2/2017,2/2/2017,WATER,38.16,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0486137,READYREFRESH BY NESTLE,12/27/2016,1/26/2017,WATER,21.14,2017,READYREFRESH BY NESTLE
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490455,TREASURE VALLEY COFFEE INC,2/1/2017,2/28/2017,WATER,12.72,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0490874,TREASURE VALLEY COFFEE INC,2/21/2017,2/21/2017,WATER,12.72,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0495939,TREASURE VALLEY COFFEE INC,3/1/2017,3/31/2017,WATER,27.56,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0497929,TREASURE VALLEY COFFEE INC,3/1/2017,3/31/2017,WATER,12.72,2017,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0470644,TREASURE VALLEY COFFEE INC,12/1/2016,12/31/2016,WATER,12.72,2016,TREASURE VALLEY COFFEE INC
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478545,READYREFRESH BY NESTLE,11/27/2016,12/26/2016,WATER,21.14,2016,READYREFRESH BY NESTLE
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0481979,TREASURE VALLEY COFFEE INC,10/20/2016,10/20/2016,WATER,6.36,2016,TREASURE VALLEY COFFEE INC
S001191,HON. KYRSTEN SINEMA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,20.91,2017,DEER PARK
S001191,HON. KYRSTEN SINEMA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0491797,WHITE WATER LLC,1/31/2017,1/31/2017,WATER,81.34,2017,WHITE WATER LLC
S001191,HON. KYRSTEN SINEMA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0491800,WHITE WATER LLC,2/28/2017,2/28/2017,WATER,48.81,2017,WHITE WATER LLC
S001191,HON. KYRSTEN SINEMA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,20.91,2016,DEER PARK
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/27/2017,AP,E0481560,READYREFRESH BY NESTLE,12/19/2016,1/14/2017,WATER,50.9,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0484101,READYREFRESH BY NESTLE,12/27/2016,1/26/2017,WATER,8.55,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0487403,READYREFRESH BY NESTLE,1/1/2017,1/31/2017,WATER,106.83,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0487404,READYREFRESH BY NESTLE,1/1/2017,1/31/2017,WATER,10.99,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0491550,READYREFRESH BY NESTLE,1/23/2017,2/14/2017,WATER,40.69,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0498404,READYREFRESH BY NESTLE,2/1/2017,2/28/2017,WATER,133.82,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0498457,READYREFRESH BY NESTLE,2/1/2017,2/28/2017,WATER,10.99,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0498458,READYREFRESH BY NESTLE,1/27/2017,2/26/2017,WATER,25.76,2017,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0475842,READYREFRESH BY NESTLE,12/1/2016,12/31/2016,WATER,10.99,2016,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0475876,READYREFRESH BY NESTLE,12/1/2016,12/31/2016,WATER,13,2016,READYREFRESH BY NESTLE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0475850,READYREFRESH BY NESTLE,11/27/2016,12/26/2016,WATER,8.56,2016,READYREFRESH BY NESTLE
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486822,HAGUE QUALITY WATER OF MD INC,2/1/2017,2/1/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,102.93,2017,DEER PARK
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0491649,CRYSTAL ROCK LLC,12/20/2016,12/31/2017,WATER,59.7,2017,CRYSTAL ROCK LLC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0491664,CRYSTAL ROCK LLC,1/23/2017,1/31/2017,WATER,59.7,2017,CRYSTAL ROCK LLC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0496131,HAGUE QUALITY WATER OF MD INC,3/1/2017,3/31/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0498924,CRYSTAL ROCK LLC,2/28/2017,2/28/2017,WATER,59.7,2017,CRYSTAL ROCK LLC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,102.93,2017,DEER PARK
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0474309,CRYSTAL ROCK LLC,11/18/2016,11/30/2016,WATER,50.75,2016,CRYSTAL ROCK LLC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476679,HAGUE QUALITY WATER OF MD INC,1/1/2017,1/1/2017,WATER,63,2017,HAGUE QUALITY WATER OF MD INC
S000480,HON. LOUISE SLAUGHTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,108.9,2016,DEER PARK
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478988,WATERLOGIC EAST LLC,1/1/2017,1/31/2017,WATER,43.98,2017,WATERLOGIC EAST LLC
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0484956,MOUNTAIN MIST,1/1/2017,1/31/2017,WATER,41.02,2017,MOUNTAIN MIST
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0486505,WATERLOGIC EAST LLC,2/1/2017,2/28/2017,WATER,43.98,2017,WATERLOGIC EAST LLC
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/9/2017,AP,E0493026,MOUNTAIN MIST,2/1/2017,2/28/2017,WATER,41.02,2017,MOUNTAIN MIST
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496741,WATERLOGIC EAST LLC,3/1/2017,3/31/2017,WATER,43.98,2017,WATERLOGIC EAST LLC
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/14/2017,AP,E0475702,MOUNTAIN MIST,12/29/2016,12/29/2016,WATER,28,2016,MOUNTAIN MIST
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0482981,CULLIGAN OF GRAND ISLAND,1/1/2017,1/31/2017,WATER,13,2017,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,47.95,2017,DEER PARK
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0490063,CULLIGAN OF GRAND ISLAND,1/18/2017,1/18/2017,WATER,14.5,2017,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0490061,CULLIGAN OF GRAND ISLAND,2/1/2017,2/28/2017,WATER,13,2017,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0490067,CULLIGAN OF GRAND ISLAND,1/4/2017,1/4/2017,WATER,8.5,2017,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/9/2017,AP,E0493812,CULLIGAN OF SCOTTSBLUFF,1/23/2017,1/23/2017,WATER,8.5,2017,CULLIGAN OF SCOTTSBLUFF
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,42.95,2017,DEER PARK
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499217,CULLIGAN OF GRAND ISLAND,2/15/2017,2/15/2017,WATER,14.5,2017,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499218,CULLIGAN OF GRAND ISLAND,2/1/2017,2/1/2017,WATER,14.5,2017,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,42.95,2016,DEER PARK
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0482995,CULLIGAN OF GRAND ISLAND,12/21/2016,12/21/2016,WATER,8.5,2016,CULLIGAN OF GRAND ISLAND
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0482997,CULLIGAN OF GRAND ISLAND,12/7/2016,12/7/2016,WATER,8.5,2016,CULLIGAN OF GRAND ISLAND
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0483855,WATCHUNG SPRING WATER,1/13/2017,1/18/2017,WATER,90.15,2017,WATCHUNG SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484452,FOX LEDGE SPRING WATER,1/26/2017,1/26/2017,WATER,5,2017,FOX LEDGE SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0488477,FOX LEDGE SPRING WATER,1/21/2017,1/31/2017,WATER,16,2017,FOX LEDGE SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0492980,WATCHUNG SPRING WATER,2/3/2017,2/15/2017,WATER,99.12,2017,WATCHUNG SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497808,ITS MY COOLER LLC,1/1/2017,1/1/2018,WATER,130,2018,ITS MY COOLER LLC
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497837,FOX LEDGE SPRING WATER,2/1/2017,2/28/2017,WATER,6,2017,FOX LEDGE SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0500929,WATCHUNG SPRING WATER,2/16/2017,3/15/2017,WATER,39.21,2017,WATCHUNG SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0475577,WATCHUNG SPRING WATER,11/24/2016,12/21/2016,WATER,121.62,2016,WATCHUNG SPRING WATER
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0478086,FOX LEDGE SPRING WATER,12/1/2016,12/31/2016,WATER,11,2016,FOX LEDGE SPRING WATER
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0479924,CITY LIGHT & WATER,12/1/2016,1/5/2017,UTILITIES,144.38,2017,CITY LIGHT & WATER
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0489497,CITY LIGHT & WATER,1/5/2017,1/31/2017,UTILITIES,120.66,2017,CITY LIGHT & WATER
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0483428,HERBST LESLIE R.,1/17/2017,1/17/2017,WATER,19.26,2017,HERBST LESLIE R.
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,90.86,2017,DEER PARK
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0488606,CULLIGAN,2/1/2017,2/28/2017,WATER,7.2,2017,CULLIGAN
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0496438,CULLIGAN,2/14/2017,3/31/2017,WATER,39.48,2017,CULLIGAN
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,88.74,2017,DEER PARK
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,88.85,2016,DEER PARK
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0479927,CULLIGAN OF JEFFERSON CITY,12/13/2016,12/13/2016,WATER,8.16,2016,CULLIGAN OF JEFFERSON CITY
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,72.95,2017,DEER PARK
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,72.95,2017,DEER PARK
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,72.95,2016,DEER PARK
S001199,HON. LLOYD SMUCKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/23/2017,AP,E0489719,CRYSTAL SPRINGS,1/10/2017,2/7/2017,WATER,141.34,2017,CRYSTAL SPRINGS
S001199,HON. LLOYD SMUCKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497568,READYREFRESH BY NESTLE,1/11/2017,2/10/2017,WATER,30.61,2017,READYREFRESH BY NESTLE
S001199,HON. LLOYD SMUCKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497597,CRYSTAL SPRINGS,3/7/2017,3/7/2017,WATER,38.45,2017,CRYSTAL SPRINGS
S001200,HON. DARREN SOTO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0486805,TOHO WATER AUTHORITY,1/3/2017,1/27/2017,UTILITIES,197.44,2017,TOHO WATER AUTHORITY
S001200,HON. DARREN SOTO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0499622,TOHO WATER AUTHORITY,1/27/2017,2/27/2017,UTILITIES,70.26,2017,TOHO WATER AUTHORITY
S001175,HON. JACKIE SPEIER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,80.89,2017,DEER PARK
S001175,HON. JACKIE SPEIER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,110.89,2017,DEER PARK
S001175,HON. JACKIE SPEIER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,80.89,2016,DEER PARK
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,19.99,2017,DEER PARK
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,19.99,2017,DEER PARK
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/14/2017,AP,E0475788,CULLIGAN OF ANNAPOLIS,2/1/2017,2/28/2017,WATER,47,2017,CULLIGAN OF ANNAPOLIS
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/14/2017,AP,E0475801,CULLIGAN OF ANNAPOLIS,1/1/2017,1/31/2017,WATER,45.95,2017,CULLIGAN OF ANNAPOLIS
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484503,CULLIGAN OF ANNAPOLIS,3/1/2017,3/31/2017,WATER,47,2017,CULLIGAN OF ANNAPOLIS
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0484515,MAGNETIC SPRINGS WATER COMPANY,1/1/2017,1/31/2017,WATER,8.95,2017,MAGNETIC SPRINGS WATER COMPANY
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0486799,ARROWHEAD DIRECT,12/19/2016,1/18/2017,WATER,14.97,2017,ARROWHEAD DIRECT
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489247,MAGNETIC SPRINGS WATER COMPANY,2/1/2017,2/28/2017,WATER,45.26,2017,MAGNETIC SPRINGS WATER COMPANY
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0496138,CULLIGAN OF ANNAPOLIS,4/1/2017,4/30/2017,WATER,47,2017,CULLIGAN OF ANNAPOLIS
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CULLIGAN WATER CONDITI,1/29/2017,2/28/2017,OFFICE SUPPLIES (OUTSIDE),60.24,2017,CITI PCARD-CULLIGAN WATER CONDITI
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CULLIGAN WATER CONDITI,11/29/2016,12/28/2016,OFFICE SUPPLIES (OUTSIDE),42.24,2016,CITI PCARD-CULLIGAN WATER CONDITI
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CULLIGAN WATER CONDITI,12/29/2016,1/2/2017,OFFICE SUPPLIES (OUTSIDE),43.2,2017,CITI PCARD-CULLIGAN WATER CONDITI
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0483689,SPARKLETTS & SIERRA SPRINGS,12/13/2016,1/9/2017,WATER,76.13,2017,SPARKLETTS & SIERRA SPRINGS
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0489680,SPARKLETTS & SIERRA SPRINGS,1/10/2017,2/6/2017,WATER,55.66,2017,SPARKLETTS & SIERRA SPRINGS
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,52.95,2017,DEER PARK
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,67.9,2017,DEER PARK
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0501333,SPARKLETTS & SIERRA SPRINGS,2/21/2017,3/6/2017,WATER,74.91,2017,SPARKLETTS & SIERRA SPRINGS
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,67.9,2016,DEER PARK
